RaceNo.,Distance,Stake,Date,Race Class,Course,Course Direction,HNO,LPSNS,HORSE,SEX,AGE,BARRIER,JCKWGHT,JOCKEY,ALLOWANCE,JCKYRTNG,TRAINER,Location,STARTS,WINS,SECONDS,THIRDS,FRTHS,Earnings,Avgerage earnings,Win %,Plc %,Days since last start,LftR,LftW,LftP,RgtR,RgtW,RgtP,FastR,FastW,FastP,EsyR,EsyW,EsyP,SftR,SftW,SftP,HvyR,HvyW,HvyP,CrseR,CrseW,CrseP,DedR,DedW,DedP,DstR,DstW,DstP,F90R,F90W,F90P,F30R,F30W,F30P,2UpR,2UpW,2UpP,FavR,FavW,FavP,L12R,L12W,L12S,L12T,L12W%,L12P%,L12est,LTk6,LTk5,LTk4,LTk3,LTk2,LTk1,LDate6,LDate5,LDate4,LDate3,LDate2,LDate1,L126,L125,L124,L123,L122,L121,LPos6,LPos5,LPos4,LPos3,LPos2,LPos1,LFSize6,LFSize5,LFSize4,LFSize3,LFSize2,LFSize1,LTkCond6,LTkCond5,LTkCond4,LTkCond3,LTkCond2,LTkCond1,LClass6,LClass5,LClass4,LClass3,LClass2,LClass1,LPrz6,LPrz5,LPrz4,LPrz3,LPrz2,LPrz1,LTkLn6,LTkLn5,LTkLn4,LTkLn3,LTkLn2,LTkLn1,LJcky6,LJcky5,LJcky4,LJcky3,LJcky2,LJcky1,LWgt6,LWgt5,LWgt4,LWgt3,LWgt2,LWgt1,LBarr6,LBarr5,LBarr4,LBarr3,LBarr2,LBarr1,LWFav6,LWFav5,LWFav4,LWFav3,LWFav2,LWFav1,LPFav6,LPFav5,LPFav4,LPFav3,LPFav2,LPFav1,LWDiv6,LWDiv5,LWDiv4,LWDiv3,LWDiv2,LWDiv1,LTkDir6,LTkDir5,LTkDir4,LTkDir3,LTkDir2,LTkDir1,LWnnr6,LWnnr5,LWnnr4,LWnnr3,LWnnr2,LWnnr1,LTime6,LTime5,LTime4,LTime3,LTime2,LTime1,LLag6,LLag5,LLag4,LLag3,LLag2,LLag1,TCONDS,TFS,FAV, WDIv , PDiv ,Finish
4,1400,20000,31-Jan-15,OPN RATING 85 54.00,Te Rapa,1,7,1P368,Casino Park,g,5,5,54,Brendan Hutton,(a2),67,Stephen Ralph,Pukekohe,27,3,3,3,1,46310,1715,0.11,0.33,8,10,0,2,17,3,4,0,0,0,14,2,1,2,0,1,4,0,2,5,0,0,7,1,2,9,1,2,3,0,1,2,0,0,3,1,0,4,1,3,16,1,3,2,0.06,0.38,28400,BB HAST,ELLS,TE R,TAUR,AVON,AVON,4-Oct-14,25-Oct-14,8-Nov-14,15-Nov-14,22-Nov-14,23-Jan-15,1,2,0,0,0,0,5,1,up,3,6,8,16,12,12,9,18,12,G3,G3,G3,D6,G3,G3,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,40000,20000,18000,18000,30000,8000,1200,1400,1600,1600,1600,1400,L Magorrian,L Magorrian,L Magorrian,C Lammas,L Magorrian,L Magorrian,59->,59->,56.5,56,56->,57.5,6,6,1,1,2,11,8,4,9,3,10,5,8,3,10,4,10,6,20.3,7.8,15.6,6.2,18.5,10.5,1,2,1,1,1,1,Tomorrowland,No Tricks,Curious,Nothing Trivial,Sultry Assassin,Oceania,69.55,83.24,83.24,95.25,95.8,81.67,2.4,0.8,,3,2.8,5.1,1,9,7,$17.20,$4.80,6
4,1400,20000,31-Jan-15,OPN RATING 85 54.00,Te Rapa,1,8,1561,Polyatomic,m,5,8,54,Noel Harris,,67,Stephen Ralph,Pukekohe,11,3,1,0,0,17675,1606,0.27,0.36,22,3,1,0,8,2,1,0,0,0,3,1,0,1,0,0,3,0,1,1,0,0,4,2,0,2,0,0,2,1,1,1,0,0,2,0,0,2,0,1,11,3,1,0,0.27,0.36,17675,TE R,TAUR,ROTO,DARG,ELLS,ELLS,7-Jun-14,5-Sep-14,18-Oct-14,14-Nov-14,10-Dec-14,28-Dec-14,0,1,2,0,0,0,10,2,14,1,5,6,15,6,14,8,11,13,D6,H1,D5,D5,G3,G3,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark Fillies and Mares*,Rating 65 Benchmark*,Rating 65 Benchmark*,Rating 65 Benchmark*,15000,7000,25000,7000,20000,20000,1600,1200,1200,1200,1200,1200,M Dee,L Innes,L Magorrian,C Lammas,J Whiteside,J Whiteside,56->,57,57.5,56,56.5,57->,7,2,8,2,11,3,8,1,5,5,11,9,8,2,5,5,11,9,15.7,3,9.1,9.2,40.8,15.1,1,1,1,2,1,1,Waitoki Flower,Summer Dale,Golan Express,Secret Lily,Snowdrop,Iffley Road,97.84,76.62,71.38,72.74,70.83,70.19,6.3,1.1,12.6,0.3,2.4,3.2,1,9,8,$18.40,$4.50,8
4,1400,20000,31-Jan-15,OPN RATING 85 54.00,Te Rapa,1,9,53273,Dufellforte,g,4,7,54,Mark Du Plessis,,65,P & D Williams,Byerley Pk Karaka,13,2,2,4,1,38175,2936,0.15,0.62,21,6,1,3,7,1,3,0,0,0,7,1,4,1,0,1,0,0,0,3,0,2,5,1,1,4,0,3,3,1,1,2,0,2,3,1,0,3,0,3,10,1,2,3,0.1,0.6,30800,HAST,AVON,AVON,BB TE R,ELLS,ELLS,4-Oct-14,15-Oct-14,22-Nov-14,13-Dec-14,1-Jan-15,10-Jan-15,1,2,0,0,0,0,2,5,3,2,7,3,16,14,15,14,12,11,G3,G3,G3,G3,G3,G3,Rating 65 Benchmark*,Rating 75 Benchmark,Rating 65 Benchmark*,Rating 65 Benchmark*,B.On Rating 75 Benchmark,B.Off Rating 65 Benchmark*,40000,8000,30000,30000,30000,20000,1200,1400,1400,1400,1600,1400,O Bosson,D Johnson,O Bosson,O Bosson,C Johnson,O Bosson,59,57.5,59,59,55,59,3,9,2,9,2,9,1,2,,2,6,1,1,2,,2,5,1,4.3,3.9,,3.6,10.2,2.9,1,1,1,1,1,1,Tomorrowland,Show No Emotion,Princess Michella (AUS),Genius,Fast Learner,Puntinato,69.55,81.6,83.75,81.68,94.58,84.67,1,3.2,0.4,2.8,7.4,1.6,1,9,2,$5.20,$1.70,2
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,1,95306,Capone,g,8,4,59.5,Michael Coleman,,86,Danica Guy,Matamata,71,7,7,6,7,195788,2757,0.1,0.28,21,46,6,11,25,1,2,1,0,0,40,3,9,9,0,3,2,1,0,16,2,5,19,3,1,40,4,9,6,2,0,9,1,2,6,1,1,2,0,2,12,0,0,2,0,0.17,15275,TE R,ELLS,TE R,TE R,ELLS,TREN,27-Oct-14,4-Nov-14,13-Dec-14,20-Dec-14,1-Jan-15,17-Jan-15,2,0,0,0,0,0,9,9,5,3,10,6,10,10,13,8,15,12,G3,D6,G3,G3,G3,G3,OPN HCP,OPN HCP,Gp4 OPN HCP,OPN HCP,Gp2 OPN HCP,B.On Gp4 OPN HCP,25000,40000,50000,25000,,50000,1600,1600,1400,1600,1600,1600,D Johnson,u Plessis,M Sweeney,M Sweeney,C Grylls,M Coleman,55,59,53,54,52.5,53.5,10,1,3,5,8,5,6,8,12,6,14,11,6,9,12,6,14,11,12.2,17.5,44.7,11.6,58.5,30.2,1,1,1,1,1,1,Breaking Dawn,The Tidy Express,Tomorrowland,Spin Doctor,Sakhee's Soldier,Kawi,94.46,97.3,81.04,93.69,94.49,96.26,9.8,13.2,4.3,1.9,5.3,2.8,1,9,5,$9.50,$2.50,4
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,2,72512,Mato Grosso,e,5,3,59.5,Robert Hannam,,86,Louise Saunders,Pukekohe,32,4,7,3,3,81585,2549,0.12,0.44,14,15,2,7,17,2,3,0,0,0,20,2,6,1,0,0,0,0,0,4,0,0,11,2,4,19,2,7,4,1,0,1,0,0,4,1,1,0,0,0,14,2,4,2,0.14,0.57,49775,WGUI,TE R,AWAP,ELLS,AWAP,TREN,29-Nov-14,13-Dec-14,20-Dec-14,1-Jan-15,10-Jan-15,24-Jan-15,0,0,0,0,0,0,3,7,2,5,1,2,9,9,10,16,9,10,D5,G3,G3,G3,D4,G3,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,20000,30000,30000,75000,30000,40000,1600,1600,2000,2200,1600,1600,R Hannam,O Bosson,K Myers,K Myers,R Hannam,R Hannam,55.5,57,57,57.5,58,59,5,6,8,16,5,7,3,4,6,15,4,5,3,4,6,15,3,5,6,7.5,13.1,52.4,9.7,11.4,1,1,1,1,2,1,Brave Kat,Pondarosa Miss,Maygrove (AUS),Awesome Goal,Gustavo,Fast Learner,96.92,94.65,123.51,137.8,95.01,95.85,1.1,4.7,0.4,2.5,3.3,0.5,1,9,2,$4.90,$1.80,5
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,3,93108,Bronte Lass,m,6,9,57.5,Lee Magorrian,(a2),86,Jason Bridgman,Matamata,26,5,5,6,0,61310,2358,0.19,0.62,28,23,5,10,3,0,1,1,0,0,16,4,7,1,1,0,0,0,0,2,0,2,8,0,4,12,4,6,4,1,1,6,0,4,4,0,3,,,,6,1,1,1,0.17,0.5,21700,BB MATA,RICC,RICC,RICC,RICC,ELLS,2-Apr-14,20-Sep-14,25-Oct-14,8-Nov-14,15-Nov-14,10-Jan-15,0,1,2,0,0,0,2,9,3,1,11,8,7,9,12,8,16,8,G3,G3,G3,G3,G3,G3,Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,8000,25000,20000,30000,40000,20000,1400,1200,1600,1600,1800,1400,D Johnson,R Myers,M Cameron,M Cameron,L Magorrian,L Magorrian,56.5,54,56.5,56.5,58.5,59->,1,3,6,2,10,6,2,5,3,1,4,7,2,5,3,1,4,8,4,7.8,6.8,3.3,7.4,18.8,1,1,1,2,1,1,Gendarme,Toma Valea,Likeapins,Locket,Locket,Allez Eagle,83.23,69.14,95.78,98.76,112.32,84.01,0.1,11.7,2.4,1.8,6.4,12.2,1,9,8,$13.60,$3.90,7
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,4,X5414,Classcoroc,m,6,1,57,Zinjete Moki,(a3),85,Graeme Hughes,Cambridge,36,4,3,3,8,61075,1696,0.11,0.28,21,18,3,2,18,1,4,0,0,0,23,2,4,2,1,0,3,0,0,10,1,2,8,1,2,20,3,4,5,0,0,3,0,0,5,0,2,2,0,1,9,1,1,0,0.11,0.22,20525,TE R,TE A,MATA,TE R,DARG,TE R,15-Mar-14,5-Apr-14,11-Oct-14,27-Oct-14,14-Nov-14,17-Jan-15,0,0,1,2,0,0,2,9,5,4,1,4,9,10,11,10,13,10,D6,D4,D4,G3,D5,G3,Rating 85 Benchmark,Gp1 WFA F&M,Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,OPN HCP,17000,,20000,25000,20000,25000,1600,1600,1200,1600,1800,1600,L Satherley,K Myers,J Oliver,J Oliver,M Hills,J Wong,54.5,57,55->,54->,54.5,54,2,2,3,1,4,2,5,10,11,10,2,9,4,10,11,9,2,9,10.3,60.6,38.8,31.1,6.2,23.6,1,1,1,1,2,1,Sir Darci,Viadana,One Cool Message,Breaking Dawn,Re Deel,Fast Dragon (AUS),97.74,94.18,69.65,94.46,112.56,95.35,0.2,8.3,3.6,4.4,0.2,2.3,1,9,3,$7.00,$2.40,3
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,5,96835,Travel Wise,g,5,5,57,Rory Hutchings,(a),81,Bruce Wallace,Byerley Pk Karaka,21,4,4,3,0,42512,2024,0.19,0.52,35,3,1,1,18,3,6,0,0,0,13,3,4,1,0,1,3,1,1,1,0,0,4,0,1,4,1,1,4,0,2,1,1,0,4,2,1,2,1,1,8,1,0,1,0.12,0.25,13362,TAUR,TEAW,BB TAUR,AVON,ELLS,THAM,22-Mar-14,24-Oct-14,15-Nov-14,3-Dec-14,28-Dec-14,3-Jan-15,0,1,2,0,0,0,11,9,6,8,3,5,13,10,8,9,10,9,G3,D4,D6,G3,G3,G2,Gp2 OPN HCP,Rating 85 Benchmark,OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,,8000,25000,8000,20000,25000,1600,1150,1400,1400,1600,2000,M Dee,M Cameron,M Dee,M Dee,R Hutchings,M Sweeney,52,59,56->,57.5,57,55,1,10,8,6,8,6,12,3,5,3,5,3,12,3,5,2,6,4,37.4,6.1,7.2,5.2,15.5,5.7,1,1,1,1,1,1,Viadana,Statham,Needlly,The Last Shower,The Menace,Nothing Trivial,95.79,66.69,83.72,83.37,95.06,121.76,6.5,5.3,1.7,10.5,0.5,3,1,9,6,$11.20,$3.10,9
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,6,33722,Matimba,g,6,2,54.5,Reese Jones,,76,Peter Darvill,Tauranga,34,2,8,7,3,39800,1170,0.06,0.5,21,10,1,2,24,1,13,0,0,0,13,1,7,2,0,0,4,0,1,5,0,1,15,1,7,0,0,0,5,0,4,4,0,0,5,1,2,6,2,0,10,0,3,3,0,0.6,14475,TAUR,TAUR,ELLS,TAUR,TAUR,TE R,1-Nov-14,15-Nov-14,29-Nov-14,12-Dec-14,2-Jan-15,17-Jan-15,2,0,0,0,0,0,10,3,3,7,2,2,13,12,15,15,13,8,D4,D6,D4,D4,G3,G3,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,10000,20000,25000,8000,10000,20000,1300,1200,1400,1400,1300,1300,A Jones,R Jones,R Hutchings,R Hutchings,R Jones,R Jones,58.5,54.5,58,59,59,55,6,4,8,4,12,6,11,12,10,5,10,7,10,12,9,4,10,7,31.7,44.5,36.9,8.9,20.5,15.2,1,1,1,1,1,1,Moochi Me (AUS),Salamanca,Sports Illustrated,Stella's Honour,Passing Shot,Black Mascara,75.67,69.89,84,84.42,75.66,75.47,6.7,2.7,1.1,4.6,4.5,0.2,1,9,9,$13.80,$3.20,1
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,7,X3543,Flying Orca,m,5,6,54,Danielle Johnson,,78,Gary Alton,Cambridge,16,3,1,3,4,49833,3114,0.19,0.44,70,10,3,2,6,0,2,0,0,0,5,1,0,2,0,0,0,0,0,3,0,1,9,2,4,2,0,1,3,0,1,0,0,0,2,0,0,4,1,0,7,1,0,2,0.14,0.43,25358,TREN,ELLS,TE R,BB TE R,DARG,WGUI,15-Mar-14,29-Mar-14,3-Oct-14,27-Oct-14,14-Nov-14,29-Nov-14,0,0,1,2,0,0,9,5,3,5,4,3,13,7,16,12,13,10,G3,G3,D5,G3,D5,D5,Gp4 3&4YO Set Weight,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Gp4 OPN HCP,50000,17000,18000,18000,20000,50000,2500,2200,1600,1600,1800,2040,u Plessis,R Smyth,U Holmquist,U Holmquist,M Cameron,R Hannam,57.5,54->,58->,58.5,54,53,9,2,6,8,12,2,6,4,15,8,1,6,5,4,15,8,1,5,9.9,7.6,38.5,15.2,4.9,9.4,1,1,1,1,1,1,Sir Gus,Lion Red,Farm Boy,Delveen (AUS),Classcoroc,Just The Tip,156.35,140.91,98.08,94.97,112.56,128.82,11.1,2.1,0.6,5.7,2,3.6,1,9,4,$7.60,$2.40,6
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,8,55641,Eveready,m,6,8,54,Trudy Thornton,,74,Antony Fuller,Tauranga,28,3,4,5,4,39045,1394,0.11,0.43,21,14,2,5,14,1,4,0,0,0,13,2,5,4,0,1,0,0,0,3,1,1,11,1,3,1,1,0,3,0,1,4,0,1,3,0,0,2,0,1,9,1,0,1,0.11,0.22,15360,TE R,TEAW,TAUR,TAUR,TAUR,TE R,26-Apr-14,24-Oct-14,15-Nov-14,12-Dec-14,2-Jan-15,17-Jan-15,0,1,2,0,0,0,12,5,5,6,4,1,14,10,12,15,13,11,D6,D4,D6,D4,G3,G3,Rating 75 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,25000,8000,20000,8000,10000,18000,1200,1150,1200,1400,1300,1600,D Johnson,J Oliver,J Oliver,J Oliver,T Thornton,J Oliver,55.5,54->,54->,54.5,55,54->,14,7,7,3,4,6,10,7,11,9,8,9,11,8,11,9,9,9,34.9,22.4,32,24.1,16.9,21.8,1,1,1,1,1,2,Chambord,Statham,Salamanca,Stella's Honour,Passing Shot,Alessandra,69.36,66.69,69.89,84.42,75.66,94.27,10.9,4.7,2.9,0.9,4.8,0.2,1,9,7,$13.00,$3.50,8
1,1600,30000,7-Feb-15,Rating 85 Benchmark,Te Rapa,1,9,52X63,Full Count,g,4,7,54,Vinnie Colgan,,74,Roger James,Cambridge,12,3,3,1,0,31778.93,2648,0.25,0.58,21,4,1,2,7,2,2,0,0,0,6,0,2,2,1,1,0,0,0,3,1,2,4,2,1,3,1,1,3,0,2,2,1,0,3,1,1,4,1,2,6,1,1,1,0.17,0.5,18810,ELLS,TE R,AWAP,BB TE R,BB ELLS,BB TE R,15-Feb-14,15-Mar-14,29-Mar-14,26-Apr-14,26-Dec-14,17-Jan-15,0,0,0,0,1,2,12,1,5,2,6,3,15,8,13,10,15,11,G3,S7,D4,D5,G3,G3,B.OnGp2 3YO SW,B.Off Rating 75 Benchmark,Gp3 3YO SW,3YO SW+P,Rating 75 Benchmark,Rating 75 Benchmark,,17000,70000,20000,40000,18000,2100,2100,2000,2000,1400,1600,O Bosson,M Hills,V Colgan,M Hills,V Colgan,M Hills,56.5,55.5,56.5,59.5,59,58.5,9,9,2,11,4,11,8,2,3,,9,1,8,1,3,,9,1,19.7,4.8,5.3,6.8,27.5,4.1,1,2,1,1,1,1,Puccini,Delveen (AUS),Lady Cumquat (AUS),Delago's Secret (AUS),Close Up,Eveready,130.77,133.05,124.35,125.9,82.98,94.27,11,1.8,6.1,0.3,3.6,2,1,9,1,$3.40,$1.50,2
6,2400,30000,7-Feb-15,OPN RATING 85 54.00,Te Rapa,1,2,67195,Colonel Carrera,g,4,9,58.5,Danielle Johnson,,82,G & D Rogerson,Hamilton,24,3,3,1,4,75025,3126,0.12,0.29,7,13,2,4,9,1,0,0,0,0,14,2,3,3,0,1,2,1,0,7,1,2,5,0,0,2,0,0,4,0,0,3,1,1,3,0,2,0,0,0,13,2,1,1,0.15,0.31,42300,RICC,RICC,ELLS,TE R,ELLS,TE R,8-Nov-14,15-Nov-14,10-Dec-14,20-Dec-14,1-Jan-15,31-Jan-15,0,0,0,0,0,0,3,6,7,1,9,5,10,16,14,9,16,9,G3,G3,G3,G3,G3,G3,Rating 85 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,OPN HCP,Rating 85 Benchmark,OPN HCP,30000,40000,20000,25000,75000,25000,2000,1800,1600,2100,2200,2000,R Hutchings,R Hutchings,R Hutchings,D Johnson,O Bosson,u Plessis,55.5,55.5,60,54,60,54,2,14,10,1,5,2,2,5,6,3,6,3,2,5,5,3,6,4,3.8,7.8,12.9,7,17.5,6.2,1,1,1,2,1,1,Wolfwhistle,Locket,Lucky Feather,King Krovanh (AUS),Awesome Goal,Show The World,124.16,112.32,96.05,129.2,137.8,121.83,2.3,2.5,4.1,1.5,6.3,1.9,1,9,2,$5.60,$2.00,5
6,2400,30000,7-Feb-15,OPN RATING 85 54.00,Te Rapa,1,3,X9129,Quest,m,6,3,57.5,Reese Jones,,84,Mark Brosnan,Matamata,27,5,3,0,5,64900,2403,0.19,0.3,7,14,3,2,13,2,1,0,0,0,16,4,2,1,0,0,0,0,0,7,1,1,10,1,1,1,0,0,4,0,0,2,0,1,4,1,1,3,2,0,8,1,2,0,0.12,0.38,23650,ELLS,TE A,TE R,HAST,TE R,TE R,5-Mar-14,5-Apr-14,13-Dec-14,1-Jan-15,17-Jan-15,31-Jan-15,0,0,1,2,0,0,9,2,9,1,2,9,18,11,9,7,10,9,D4,D4,G3,G3,G3,G3,Gp1 OPN HCP,OPN HCP,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,OPN HCP,,40000,30000,12000,20000,25000,3200,2200,1600,2100,2200,2000,u Plessis,N Harris,C Grylls,R Hannam,R Jones,R Jones,52,53,57,57,59,54,9,10,8,7,8,5,,6,8,5,2,5,,6,9,5,4,5,56.2,8.9,31.2,7.5,5.8,10,1,1,1,2,1,1,Who Shot Thebarman,Tempelten,Pondarosa Miss,Casino Jack (AUS),Re Deel,Show The World,205.28,134.16,94.65,130.41,142.54,121.83,9.7,1.5,6.5,0.1,0.3,3.4,1,9,6,$11.00,$2.60,6
6,2400,30000,7-Feb-15,OPN RATING 85 54.00,Te Rapa,1,4,X9073,I'll'ava'alf,g,6,6,57,Leith Innes,,79,Karen Fursdon,Matamata,30,5,3,2,4,60050,2001,0.17,0.33,21,20,4,3,10,1,2,0,0,0,13,2,3,6,1,2,4,1,0,6,0,3,7,1,0,2,0,2,3,0,0,5,0,0,3,2,0,1,0,0,13,2,2,1,0.15,0.38,30925,HAST,RUAK,AVON,NPLY,HAST,TE R,7-Aug-14,30-Aug-14,3-Dec-14,22-Dec-14,1-Jan-15,17-Jan-15,0,0,1,2,0,0,4,7,9,10,7,3,11,8,9,10,7,10,S8,D6,G3,D5,G3,G3,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,Rating 85 Benchmark,12000,17000,8000,8000,12000,20000,2000,2100,1400,1800,2100,2200,R Hutchings,M Wenn,A Jones,A Jones,J Wong,A Jones,58.5,59,57.5,57.5,59->,58->,11,2,2,7,5,9,1,2,9,4,3,7,1,4,9,4,2,7,2.9,5.5,29.8,10.4,5.9,11.6,1,1,1,1,1,1,Chill Bill,Canterino (AUS),The Last Shower,All The Way,Quest,Re Deel,132.64,133.89,83.37,111.71,130.41,142.54,1.2,13.7,12.1,7.2,9.9,1.1,1,9,4,$8.20,$2.30,2
6,2400,30000,7-Feb-15,OPN RATING 85 54.00,Te Rapa,1,5,95183,El Soldado,g,8,7,56.5,Craig Grylls,,78,Phillip Devcich,Cambridge,51,5,7,2,7,184075,3609,0.1,0.27,12,28,3,4,23,2,5,0,0,0,26,3,4,9,1,2,3,0,0,15,2,1,13,1,3,6,0,1,6,0,1,4,0,0,6,0,2,6,1,1,15,1,2,1,0.07,0.27,15250,TE A,ELLS,TAUP,ROTO,TE R,TTKO,10-Aug-14,10-Dec-14,30-Dec-14,8-Jan-15,17-Jan-15,26-Jan-15,0,1,2,0,0,0,4,9,5,1,8,3,14,14,10,6,10,9,H1,G3,G3,G3,G3,G3,MDN HDL,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,10000,20000,20000,8000,20000,20000,3100,1600,1950,2200,2200,2100,I Lupton,J Wong,M Wenn,M Sweeney,M Sweeney,J Wong,68,59->,54,59,58.5,60.5,13,8,7,6,6,3,1,14,8,5,1,6,1,14,8,4,1,7,2.9,94.7,13.7,7,5.4,10.3,1,1,1,2,1,1,Maharishi,Lucky Feather,Rose Of Virginia,Wattle Bay,Re Deel,Apache Fireworks,224.21,96.05,120.17,136.42,142.54,129.08,14,4.4,4.5,2.8,4,5,1,9,8,$15.60,$4.30,3
6,2400,30000,7-Feb-15,OPN RATING 85 54.00,Te Rapa,1,7,65200,Go Joeli,g,6,4,55.5,Lee Magorrian,(a2),76,Shaun Clotworthy,Byerley Pk Karaka,24,5,2,0,2,93240,3885,0.21,0.29,84,11,1,2,13,4,0,0,0,0,10,2,1,3,0,0,3,1,0,2,0,0,8,2,1,2,0,1,4,2,0,5,1,0,3,0,0,0,0,0,7,0,1,0,0,0.14,7465,RUAK,MATA,MATA,TREN,RICC,RICC,30-Aug-14,24-Sep-14,11-Oct-14,25-Oct-14,8-Nov-14,15-Nov-14,1,2,0,0,0,0,7,6,5,2,10,12,7,8,11,13,12,18,S7,S8,D4,D4,G3,G3,Rating 85 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Gp4 OPN HCP,Gp3 OPN HCP,17000,8000,18000,30000,50000,,1400,1600,2000,2400,2500,3200,K Leung,R Smyth,L Magorrian,B Lammas,R Hannam,L Magorrian,57->,61->,60.5,56->,53,53,4,2,10,13,6,5,6,8,7,2,3,7,6,8,7,2,3,7,13.2,21.1,14.8,6.4,6.2,16.2,1,1,1,1,1,1,Witz End (AUS),The Shackler,Back In Black,Sampson,She's Insatiable,Mungo Jerry,87.81,98.43,124.93,151.43,157.8,203.88,22.4,4.1,2.6,2,10.6,16.2,1,9,9,$28.30,$5.90,4
6,2400,30000,7-Feb-15,OPN RATING 85 54.00,Te Rapa,1,8,48611,Ekraarstatic,m,4,8,55,Vinnie Colgan,,79,Stephen Autridge,Matamata,20,4,1,1,5,59125,2956,0.2,0.3,14,11,3,1,9,1,1,0,0,0,11,3,0,1,0,1,1,0,0,5,0,0,7,1,1,1,1,0,2,0,0,1,0,0,2,0,1,0,0,0,16,4,1,1,0.25,0.38,57875,ELLS,ELLS,TE R,ELLS,MATA,TREN,29-Nov-14,6-Dec-14,20-Dec-14,1-Jan-15,16-Jan-15,24-Jan-15,0,0,0,0,0,0,4,4,8,6,1,1,12,11,12,16,13,12,D4,G3,G3,G3,G3,G3,Rating 75 Benchmark,Rating 75 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,Rating 75 Benchmark,Rating 85 Benchmark,25000,20000,18000,75000,8000,40000,2100,2200,2100,2200,2000,2400,V Colgan,L Innes,L Innes,u Plessis,V Colgan,V Colgan,57.5,55,55.5,54,54,54,1,11,8,2,3,5,9,3,5,11,5,2,9,3,5,11,6,2,24,6.5,11.4,30.2,9.9,5.9,1,1,1,1,2,2,Cursive,Duquesa,Silk Chardonnay,Awesome Goal,Payday,Silk Chardonnay,132.33,138.13,128.21,137.8,123.37,148.33,2.9,2.9,8.4,2.7,0.5,3.3,1,9,1,$3.00,$1.40,7
6,2400,30000,7-Feb-15,OPN RATING 85 54.00,Te Rapa,1,9,35X39,Arizona Jazz,g,8,2,55,Mark Du Plessis,,75,James Cropp,Taupo,37,3,4,10,6,57235,1546,0.08,0.46,21,19,2,6,18,1,8,1,1,0,14,1,4,7,0,2,5,0,2,8,1,1,10,1,6,0,0,0,4,0,2,4,1,1,4,0,2,3,1,0,9,1,1,2,0.11,0.44,21000,TE R,TE R,HAST,HAST,AWAP,TE R,19-Jul-14,10-Sep-14,20-Sep-14,4-Oct-14,10-Jan-15,17-Jan-15,0,0,0,0,1,2,4,1,3,5,3,9,9,13,8,9,9,10,S8,D5,D4,G3,D4,G3,OPN HCP,B.On Rating 75 Benchmark,OPN HCP,OPN HCP,Rating 85 Benchmark,OPN HCP,25000,8000,40000,40000,30000,25000,1600,1600,2000,2500,1600,1600,M Sweeney,u Plessis,u Plessis,S Collett,J Parkes,B Hutton,54,55.5,53,53.5,57,54,3,3,7,2,2,9,9,3,4,4,7,10,9,3,4,2,7,10,30,11.2,9.1,6.8,15,27.6,1,2,1,1,1,1,Addictive Habit,El Pescado,Addictive Habit,Blizzard,Mato Grosso,Fast Dragon (AUS),98.82,95.93,122.69,156.34,95.01,95.35,4.6,0.1,1.6,1.7,4.8,5,1,9,7,$11.70,$3.10,9
