RaceNo.,Distance,Stake,Date,Race Class,Course,Course Direction,HNO,LPSNS,HORSE,SEX,AGE,BARRIER,JCKWGHT,JOCKEY,ALLOWANCE,JCKYRTNG,TRAINER,Location,STARTS,WINS,SECONDS,THIRDS,FRTHS,Earnings,Avgerage earnings,Win %,Plc %,Days since last start,LftR,LftW,LftP,RgtR,RgtW,RgtP,FastR,FastW,FastP,EsyR,EsyW,EsyP,SftR,SftW,SftP,HvyR,HvyW,HvyP,CrseR,CrseW,CrseP,DedR,DedW,DedP,DstR,DstW,DstP,F90R,F90W,F90P,F30R,F30W,F30P,2UpR,2UpW,2UpP,FavR,FavW,FavP,L12R,L12W,L12S,L12T,L12W%,L12P%,L12est,LTk6,LTk5,LTk4,LTk3,LTk2,LTk1,LDate6,LDate5,LDate4,LDate3,LDate2,LDate1,L126,L125,L124,L123,L122,L121,LPos6,LPos5,LPos4,LPos3,LPos2,LPos1,LFSize6,LFSize5,LFSize4,LFSize3,LFSize2,LFSize1,LTkCond6,LTkCond5,LTkCond4,LTkCond3,LTkCond2,LTkCond1,LClass6,LClass5,LClass4,LClass3,LClass2,LClass1,LPrz6,LPrz5,LPrz4,LPrz3,LPrz2,LPrz1,LTkLn6,LTkLn5,LTkLn4,LTkLn3,LTkLn2,LTkLn1,LJcky6,LJcky5,LJcky4,LJcky3,LJcky2,LJcky1,LWgt6,LWgt5,LWgt4,LWgt3,LWgt2,LWgt1,LBarr6,LBarr5,LBarr4,LBarr3,LBarr2,LBarr1,LWFav6,LWFav5,LWFav4,LWFav3,LWFav2,LWFav1,LPFav6,LPFav5,LPFav4,LPFav3,LPFav2,LPFav1,LWDiv6,LWDiv5,LWDiv4,LWDiv3,LWDiv2,LWDiv1,LTkDir6,LTkDir5,LTkDir4,LTkDir3,LTkDir2,LTkDir1,LWnnr6,LWnnr5,LWnnr4,LWnnr3,LWnnr2,LWnnr1,LTime6,LTime5,LTime4,LTime3,LTime2,LTime1,LLag6,LLag5,LLag4,LLag3,LLag2,LLag1,TCONDS,TFS,FAV, WDIv , PDiv ,Finish
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,4,5X643,Close Up,g,6,14,55.5,Shaun McKay,(a),78,Mark Lupton,Matamata,12,4,0,1,1,"$63,300.00","$5,275",33%,42%,14,3,1,0,9,3,1,0,0,0,4,1,0,3,2,0,2,0,1,0,0,0,3,1,0,0,0,0,4,2,0,2,0,0,3,0,0,4,1,1,9,3,0,1,33%,44%,"$58,725",BB ELLS,ELLS,ELLS,TE R,RUAK,TAUR,26-Dec-14,14-Feb-15,7-Mar-15,4-Jul-15,25-Jul-15,8-Aug-15,4,5,6,1,2,3,1,5,5,6,4,3,15,7,9,11,8,8,G3,G3,G3,S9,D4,H1, Rating 75 Benchmark, Rating 85 Benchmark, Rating 85 Benchmark, OPN HCP, Rating 85 Benchmark, Rating 75 Benchmark,"$40,000","$20,000","$30,000","$40,000","$20,000","$18,000",1400,1200,1400,1200,1200,1200,u Plessis,u Plessis,u Plessis,S Spratt,A Collett,S McKay,58,55,55,53,55,60->,5,1,1,4,7,6,3,1,1,4,2,1,3,1,1,4,2,1,$6.50,$2.60,$3.60,$6.70,$3.70,$4.40,2,1,1,1,1,1,Sancerre,Dresden Park,Gustavo,Oceania,In Flight,Mr Knowitall,82.98,71.34,83.66,74.29,70.39,78.45,0.8,2.7,3.3,3.5,2.4,1.5,4,14,4,$12.50,$3.20,9
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,5,78187,Khemosabi,g,10,1,59.5,Mark Hills,,86,Paul Gordon,Cambridge,49,8,5,4,4,"$205,161.56","$4,186",16%,35%,14,30,6,5,14,1,3,0,0,0,13,1,4,15,3,2,14,3,1,3,1,0,7,1,2,15,3,2,8,1,2,5,2,0,8,1,3,7,2,3,7,1,0,0,14%,14%,"$20,750",ELLS,TE R,TAUR,TE R,RICC,RICC,6-Sep-14,6-Jun-15,20-Jun-15,4-Jul-15,1-Aug-15,8-Aug-15,7,1,2,3,4,5,9,7,8,1,8,7,10,10,10,14,18,11,H1,S8,S9,S9,S8,S8, OPN HCP, OPN HCP, Rating 85 Benchmark, Rating 85 Benchmark, Gp3 OPN HCP, OPN HCP,"$40,000","$25,000","$30,000","$30,000",,"$40,000",1400,1400,1200,1600,1600,1400,R Jones,M Hills,M Hills,M Hills,T Moseley,T Moseley,54,57,58,57.5,54,53,8,2,6,2,3,5,10,5,9,,12,5,10,5,9,,12,5,$26.80,$12.00,$20.20,$19.90,$27.60,$7.90,1,1,1,2,1,1,Swiper The Fox,Alleyoop,One Cool Message,Spoke To Carlo (GB),Timy Tyler,Salamanca,96.17,86.13,74.01,101.66,100.02,87.86,13.7,9,5.1,0.5,6.6,4.6,4,14,7,$20.80,$4.60,13
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,6,64826,Old Drumble,g,8,7,58,Jonathan Riddell,,83,Ralph Manning,Cambridge,60,6,10,7,9,"$115,050.00","$1,917",10%,38%,24,27,2,7,33,4,10,0,0,0,13,1,1,10,2,4,26,2,8,4,0,1,11,1,4,28,4,7,5,0,4,7,3,2,5,1,2,9,0,3,9,1,2,0,11%,33%,"$25,625",TAUR,NPLY,ELLS,TAUR,TAUR,TEAW,11-Apr-15,9-May-15,23-May-15,20-Jun-15,15-Jul-15,29-Jul-15,1,2,3,4,5,6,2,6,4,8,2,6,9,10,8,13,5,8,H1,H1,H1,H1,H1,H1, Rating 85 Benchmark, OPN HCP, OPN HCP, Rating 85 Benchmark, B.On Rating 85 Benchmark, Rating 85 Benchmark,"$20,000","$25,000","$25,000","$30,000","$8,000","$8,000",1600,1780,1600,1600,1600,1580,M Coleman,K Myers,M Coleman,M Coleman,V Gatu,V Gatu,58.5,59,54,58,58->,58.5,3,6,7,6,1,1,6,3,1,7,5,3,6,3,1,7,5,3,$13.70,$5.50,$4.00,$12.10,$7.40,$6.10,1,1,1,1,1,1,Taaxman,Gwynethanne,Chill Bill,Cornelius,Mistaar,Seconds Out,102.65,116.05,104.67,104.02,105.8,105.39,0.5,15,3.1,5.9,0.5,9,4,14,13,$50.60,$9.40,14
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,7,28191,Kindaleica,g,5,9,54,Anna Jones,(a),73,Karyn McQuade,Matamata,19,3,4,3,1,"$34,325.00","$1,806",16%,53%,27,18,3,6,1,0,1,0,0,0,7,0,3,2,1,0,5,2,1,1,1,0,5,0,3,4,1,0,4,0,2,2,0,0,3,1,1,2,1,1,11,3,1,2,27%,55%,"$27,900",TE R,MATA,TE R,MATA,TREN,ROTO,17-Jan-15,6-May-15,6-Jun-15,24-Jun-15,11-Jul-15,26-Jul-15,7,1,2,3,4,5,12,2,8,1,9,1,13,12,10,13,12,8,G3,D6,S8,H1,H1,H1, Rating 65 Benchmark*, Rating 65 Benchmark CG&E*, OPN HCP, Rating 65 Benchmark*, OPN HCP, Rating 75 Benchmark,"$17,000","$7,000","$25,000","$7,000","$40,000","$8,000",1600,1400,1400,1600,1600,1400,L Satherley,B Hutton,S Collett,L Hemi,L Hemi,A Jones,59,58->,54,58->,54->,55->,11,9,5,12,5,1,6,2,7,2,6,1,6,2,7,2,6,1,$13.70,$7.80,$15.00,$7.60,$10.30,$3.20,1,1,1,2,1,2,Waipipi Lad,Smash Hit,Alleyoop,Cancellara,Our Gazza,Colonel Carrera,95.35,83.58,86.13,102.62,108.75,91.05,5.1,0.1,11,1.8,27.8,4.5,4,14,3,$12.40,$3.10,2
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,8,11227,Keyora,g,9,8,59,Hayden Tinsley,,85,Paul Moseley,Hawera,39,6,7,3,3,"$207,425.00","$5,318",15%,41%,28,34,6,10,3,0,0,0,0,0,10,0,0,10,1,5,13,3,5,2,0,2,6,2,0,11,1,2,5,1,0,6,0,2,5,2,2,4,2,1,10,3,3,0,30%,60%,"$35,360",AWAP,AWAP,TREN,WAV ,TREN,OTAK,20-Dec-14,28-May-15,6-Jun-15,26-Jun-15,11-Jul-15,25-Jul-15,11,1,2,3,4,5,9,1,1,2,2,7,18,8,10,10,12,14,G3,H1,H1,S9,H1,H1, Rating 75 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark, Rating 85 Benchmark, OPN HCP, Rating 85 Benchmark,"$25,000","$8,000","$18,000","$8,000","$40,000","$20,000",1600,1400,1400,1400,1600,1600,K Chiong,K Chiong,H Tinsley,K Chiong,D Mo,D Mo,57.5,58.5,59,59->,54->,59.5,5,8,7,3,6,12,18,7,4,1,4,3,18,7,4,1,4,3,$73.30,$12.10,$6.20,$4.10,$6.90,$7.70,1,2,2,1,1,1,Tie Me Down,Let Me Think,Lil Mer (AUS),Cool Moon,Our Gazza,Spoke To Carlo (GB),95.16,89.68,91.83,86.68,108.75,103.82,8.4,1.3,2.3,2,0.4,9,4,14,6,$14.40,$3.30,4
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,9,2672,Red King,g,5,12,54.5,Lisa Allpress,,76,Dan O'Leary,Marton,18,4,4,0,1,"$48,125.00","$2,673",22%,44%,23,18,4,4,0,0,0,0,0,0,5,1,1,5,0,3,4,2,0,4,0,1,4,1,0,4,0,1,3,2,1,4,0,1,3,1,0,4,1,1,10,1,2,0,10%,30%,"$18,825",AWAP,ROTO,BB WGUI,AWAP,WAV ,WAV ,28-Mar-15,9-May-15,30-May-15,13-Jun-15,26-Jun-15,30-Jul-15,5,6,7,8,9,10,9,13,2,6,7,2,13,13,15,9,10,9,G3,H1,S7,H1,S9,S9, Rating 75 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark, OPN HCP, OPN HCP, B.On Rating 75 Benchmark,"$30,000","$25,000","$18,000","$25,000","$15,000","$8,000",1400,1400,1600,1500,1200,1650,J Riddell,L Innes,J Riddell,C Johnson,M Cameron,J Riddell,59.5,59,58,54,54,59,13,5,5,4,5,9,10,2,10,3,5,1,10,2,10,3,5,1,$16.90,$6.50,$16.30,$5.90,$9.30,$3.60,1,1,1,1,1,1,Somethingvain,Peacefuleasyfeelin,Twoznotenough,Dragon Beauty,Duffers Creek,Perfectlyenchanted,83.17,91.9,99.01,103.42,72.61,106.6,4.2,21,1,4.1,4.7,0.3,4,14,8,$21.30,$5.50,3
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,10,X5183,Cool Moon,g,7,5,56,Robert Hannam,,79,Anna Clement,Hawera,29,5,1,6,4,"$50,240.00","$1,732",17%,41%,12,29,5,7,0,0,0,0,0,0,3,0,0,6,3,2,12,1,3,4,1,2,8,1,2,2,0,0,4,0,1,4,1,1,4,2,1,1,0,0,9,1,0,2,11%,33%,"$9,515",AWAP,AWAP,AWAP,WAV ,TREN,HAWE,13-Dec-14,20-Dec-14,13-Jun-15,26-Jun-15,11-Jul-15,10-Aug-15,9,10,1,2,3,4,3,10,5,1,8,3,9,18,11,10,12,6,S7,G3,H1,S9,H1,H1, Rating 75 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark, Rating 85 Benchmark, OPN HCP, Rating 85 Benchmark,"$18,000","$25,000","$18,000","$8,000","$40,000","$12,000",1400,1600,1200,1400,1600,1100,D Turner,M Dravitzki,K Chiong,R Hannam,M Dravitzki,J Parkes,59.5,60->,59.5,56,54->,56,4,16,4,9,8,1,8,16,8,6,10,6,8,16,8,6,10,6,$12.30,$63.30,$20.20,$7.90,$18.10,$12.00,1,1,1,2,1,1,Twoznotenough,Tie Me Down,Miss Appleton,Keyora,Our Gazza,Second Time Lucky,84.68,95.16,79.41,86.68,108.75,71.18,0.5,8.5,6.8,2,23,3.8,4,14,12,$42.70,$9.20,12
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,11,13180,Jackfrost,g,5,13,55,Leah Hemi,(a),77,David & Emma Haworth,Foxton,16,4,0,2,2,"$46,760.00","$2,922",25%,38%,42,16,4,2,0,0,0,0,0,0,2,0,0,4,1,0,4,2,1,1,0,0,6,1,1,11,3,1,4,1,0,2,1,0,4,2,0,3,1,2,10,2,0,2,20%,40%,"$30,035",TREN,TREN,AWAP,TREN,TE R,TREN,14-Mar-15,11-Apr-15,27-Apr-15,23-May-15,4-Jul-15,11-Jul-15,1,2,3,4,5,6,9,1,3,1,8,11,12,7,7,12,14,12,D4,S9,H1,H1,S9,H1, Rating 75 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark, Rating 85 Benchmark, OPN HCP,"$30,000","$18,000","$10,000","$25,000","$30,000","$40,000",1600,1600,1600,2100,1600,1600,R Myers,R Hutchings,M Coleman,J Parkes,J Parkes,J Shackleton,57,55.5,57.5,59,55.5,54,7,4,9,1,5,3,10,4,1,2,3,2,10,4,1,2,3,2,$24.20,$6.30,$3.50,$6.30,$7.30,$6.30,1,2,1,2,1,1,Start Wondering,Postboy,St Ransom,Mangaroa Flo Jo,Khemosabi (AUS),Our Gazza,96.78,99.12,105.16,141.74,101.66,108.75,6.8,0.4,0.9,0.2,6.2,29.1,4,14,10,$25.30,$5.50,8
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,13,1412X,Mangaroa Flo Jo,m,5,6,54,Kelly Myers,,75,Graham Thomas,Cambridge,14,3,1,2,1,"$39,435.00","$2,816",21%,43%,91,5,2,2,9,1,1,0,0,0,3,0,2,0,0,0,6,2,1,2,2,0,5,1,0,5,0,0,2,0,0,1,0,0,2,0,0,3,1,2,11,3,1,2,27%,55%,"$39,260",ELLS,TAUR,BB TAUR,TE R,NPLY,TREN,1-Jan-15,21-Mar-15,11-Apr-15,25-Apr-15,9-May-15,23-May-15,6,7,8,9,10,11,12,5,1,4,1,2,16,15,7,10,9,12,G3,D5,H1,D4,H1,H1, Rating 85 Benchmark, Rating 65 Benchmark*, Rating 75 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark,"$75,000","$17,000","$18,000","$25,000","$18,000","$25,000",2200,1600,2100,2400,2000,2100,M Cameron,S McKay,A Jones,A Jones,B Hutton,J Oliver,54,55.5,54->,54->,54->,56->,11,14,3,10,1,10,8,13,7,7,2,1,8,13,7,7,2,1,$23.40,$34.30,$13.10,$11.20,$5.00,$5.00,1,1,2,1,2,1,Awesome Goal,Endean Rose,Lil Miss Waitoki,Nigelissima,Katie McKeen,Jackfrost,137.8,97.91,139.24,146.75,129.84,141.74,7.6,4.3,0.3,2.2,1.8,0.2,4,14,5,$13.50,$3.70,6
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,14,68810,Brave Kat,g,6,3,54,Darryl Bradley,,75,Robert Patterson,New Plymouth,32,6,1,5,4,"$49,775.00","$1,555",19%,38%,28,32,6,6,0,0,0,0,0,0,9,1,2,7,1,2,9,2,1,10,0,3,7,2,1,12,2,3,3,0,1,4,0,1,3,1,0,2,1,1,16,2,0,2,12%,25%,"$22,500",NPLY,WGUI,WAV ,WGUI,STRT,OTAK,9-May-15,11-Jun-15,26-Jun-15,2-Jul-15,9-Jul-15,25-Jul-15,11,12,13,14,15,16,8,6,8,8,1,10,10,13,10,10,8,14,H1,H1,S9,S9,H1,H1, OPN HCP, B.Off Rating 75 Benchmark, Rating 85 Benchmark, Rating 85 Benchmark, Rating 75 Benchmark, Rating 85 Benchmark,"$25,000","$8,000","$8,000","$8,000","$8,000","$20,000",1780,1600,1400,1600,1480,1600,R Hannam,M Dravitzki,D Johnson,S McKay,R Hannam,J Oliver,56,60->,56.5,55->,58,55->,2,2,5,4,5,10,7,12,3,4,7,,7,12,3,4,7,,$11.70,$16.20,$6.50,$9.00,$13.80,$43.60,1,1,1,1,2,1,Gwynethanne,Chairos,Cool Moon,Our Gazza,Royal Haze,Spoke To Carlo (GB),116.05,109.44,86.68,104.68,101.79,103.82,19.6,9.3,6,12,0.1,12.2,4,14,11,$42.30,$8.90,10
6,1600,"$50,000",22-Aug-15,OPN RATING 85 54.00,New Plymouth,1,15,51433,Choice,m,4,4,54,Danielle Johnson,,76,Robert Patterson,New Plymouth,16,3,3,3,3,"$82,210.00","$5,138",19%,56%,28,14,3,4,2,0,2,0,0,0,4,0,2,3,1,1,6,2,3,5,1,2,3,0,0,4,1,2,1,0,1,5,1,3,1,1,0,3,0,1,14,2,2,3,14%,50%,"$75,835",RICC,RICC,NPLY,TREN,TAUR,OTAK,11-Apr-15,18-Apr-15,9-May-15,23-May-15,20-Jun-15,25-Jul-15,11,12,13,14,15,16,4,5,1,4,3,3,13,10,8,11,11,14,S8,D4,H1,H1,H1,H1, Gp4 3YOF SW, Gp4 3YOF SW, 3YO SW+P, Rating 75 Benchmark Fillies and Mares, Gp4 WFA F&M, Rating 85 Benchmark,"$50,000","$50,000","$17,000","$30,000","$50,000","$20,000",1600,2000,1400,1400,1400,1600,L Allpress,R Bishop,K Chiong,K Chiong,D Johnson,B Hutton,56.5,56.5,56.5,59->,55.5,54->,10,10,6,4,10,11,3,5,2,1,5,,3,5,2,1,5,,$6.90,$13.60,$3.60,$4.20,$7.90,$5.50,1,1,2,1,1,1,Consensus,No Tricks,Martiniz Special,Hostage,Queens Rose,Spoke To Carlo (GB),98.35,124.13,89.8,89.44,88.12,103.82,5.2,2.9,0.8,3.2,6.4,7.5,4,14,2,$5.00,$2.00,5
1,1400,"$20,000",29-Aug-15,Rating 85 Benchmark,Ruakaka,2,1,X43X8,It Has To Be You,g,7,4,60,Patrick Holmes,,87,Bruce Wallace,Byerley Pk Karaka,25,5,0,2,2,"$970,993.00","$38,839",20%,28%,28,1,0,1,8,2,0,3,0,0,17,5,1,0,0,0,1,0,0,1,0,0,4,0,1,9,3,2,,,,0,0,0,6,2,1,1,1,0,4,0,0,1,0%,25%,"$5,000",SHTN,SHTN,SHTN,TE A,BB TE R,RUAK,23-Mar-14,6-Jul-14,12-Oct-14,4-Apr-15,25-Apr-15,1-Aug-15,1,1,1,1,2,1,12,14,14,4,3,8,14,14,14,11,13,8,G,D,F,G3,D4,D5, Class 2, Class 1, Class 2, OPN HCP, Rating 85 Benchmark, Rating 85 Benchmark,,,,"$40,000","$30,000","$20,000",1400,1600,1400,1400,1400,1200,M Lai,Y Lui,Y Lui,G Cooksley,G Cooksley,L Innes,56.2,48,51.2,53.5,60,60.5,12,9,7,10,2,8,,,,9,5,5,,,,9,5,5,,,,$27.30,$11.60,$12.30,1,1,1,1,1,1,Flash Knight,Wonderful Moments,Divine Callings,Allez Eagle,Gustavo,Elusive Gold,81.85,93.98,80.98,81.37,82.14,71.37,8.5,24.3,20,3.9,0.5,11.3,2,7,6,$19.30,$6.10,7
1,1400,"$20,000",29-Aug-15,Rating 85 Benchmark,Ruakaka,2,2,62430,Vincent Street,g,7,5,58.5,Samantha Collett,,84,Hillis/Kesner,Matamata,54,3,8,9,9,"$118,325.00","$2,191",6%,37%,7,29,2,8,25,1,9,0,0,0,26,1,9,5,0,3,3,0,0,2,0,1,20,2,5,17,0,7,6,1,3,3,0,2,4,1,3,4,0,1,20,1,4,3,5%,40%,"$59,600",BB TREN,RUAK,TAUR,TE R,RUAK,NPLY,23-May-15,13-Jun-15,20-Jun-15,4-Jul-15,25-Jul-15,22-Aug-15,15,16,17,18,19,20,10,6,2,4,3,11,13,10,10,11,9,14,H1,D5,S9,S9,D4,H1, Rating 85 Benchmark, OPN HCP, Rating 85 Benchmark, OPN HCP, OPN HCP, Rating 85 Benchmark,"$50,000","$25,000","$30,000","$40,000","$25,000","$50,000",1200,1200,1200,1200,1400,1600,J Oliver,C Lammas,Z Moki,A Jones,A Collett,M McNab,57->,54,56.5,53->,54,59,10,1,1,7,9,2,11,8,8,10,8,,11,8,8,10,8,,$26.80,$20.00,$14.80,$19.30,$16.90,$23.90,1,1,1,1,1,1,Daiello (AUS),Spin Doctor,One Cool Message,Oceania,Illuminati,Spoke To Carlo (GB),72.74,71.04,74.01,74.29,84.07,102.32,8.2,3.2,1.3,3.3,0.5,15.8,2,7,4,$8.90,$3.80,3
1,1400,"$20,000",29-Aug-15,Rating 85 Benchmark,Ruakaka,2,3,11112,In Flight,g,5,2,56.5,Matthew Cameron,,80,Donna Logan & Chris Gibbs,Ruakaka,9,4,1,0,0,"$43,995.00","$4,888",44%,56%,28,3,0,0,6,4,1,0,0,0,1,0,0,2,0,0,0,0,0,5,4,1,6,4,1,2,0,0,2,1,0,0,0,0,2,1,0,3,2,1,5,4,1,0,80%,100%,"$43,995",MATA,RUAK,RUAK,RUAK,RUAK,RUAK,7-May-14,20-May-15,13-Jun-15,27-Jun-15,25-Jul-15,1-Aug-15,4,1,2,3,4,5,10,1,1,1,1,2,14,14,14,12,8,8,S9,D5,D5,D5,D4,D5, B.OffMDN, MDN, Rating 65 Benchmark*, Rating 75 Benchmark, Rating 85 Benchmark, Rating 85 Benchmark,"$7,000","$8,000","$17,000","$18,000","$20,000","$20,000",1600,1200,1200,1200,1200,1200,C Grylls,M Cameron,M Cameron,M Cameron,S Spratt,V Colgan,58.5,58.5,58,56,54,55.5,5,11,12,3,6,2,7,5,4,1,1,1,7,5,4,1,1,1,$15.80,$8.80,$7.90,$4.80,$3.40,$2.50,1,2,2,2,2,1,Whatz Occurring,Counting House,Heeby Jeeby,Diamond Rose,First Class,Elusive Gold,102.12,71.37,71.29,70.39,70.39,71.37,29.2,1.8,0.8,0.3,1.4,0.2,2,7,1,$2.50,$1.50,2
1,1400,"$20,000",29-Aug-15,Rating 85 Benchmark,Ruakaka,2,4,22221,First Class,g,5,3,56,Ulrika Holmquist,(a3),79,Jenna Mahoney,Ardmore,30,4,9,4,1,"$52,336.53","$1,744",13%,57%,17,4,1,1,19,2,8,0,0,0,11,2,3,2,0,0,3,0,2,6,1,4,14,2,8,11,3,3,4,1,2,5,0,2,4,0,2,4,2,2,13,2,5,0,15%,54%,"$26,575",TE R,RUAK,RUAK,RUAK,RUAK,RUAK,25-Apr-15,20-May-15,13-Jun-15,25-Jul-15,1-Aug-15,12-Aug-15,7,8,9,10,11,12,7,2,2,2,2,1,13,12,13,8,8,5,D4,D5,D5,D4,D5,D5, B.On Rating 85 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark, Rating 85 Benchmark, Rating 75 Benchmark, Rating 85 Benchmark,"$30,000","$8,000","$18,000","$20,000","$18,000","$8,000",1400,1200,1200,1200,1400,1400,S Spratt,S Spratt,U Holmquist,S Collett,U Holmquist,U Holmquist,54,56.5,57->,54,59->,54.5,7,9,2,3,1,4,9,9,5,5,1,1,9,9,5,5,1,1,$27.20,$16.30,$9.80,$10.40,$3.80,$2.30,1,1,1,1,1,2,Gustavo,Aimees Babe,Haddon Hall,In Flight,Valante,Piazzetta,82.14,71.03,71.09,70.39,84.24,85.19,3.7,0.2,0.2,1.4,0.1,0.5,2,7,3,$5.20,$2.10,4
1,1400,"$20,000",29-Aug-15,Rating 85 Benchmark,Ruakaka,2,5,4812X,Consensus,m,4,7,54.5,Alyssa Schwerin,(a3),80,Stephen McKee & Eddie Chippendale,Ardmore,16,3,3,1,2,"$93,550.00","$5,846",19%,44%,133,11,1,4,5,2,0,0,0,0,10,1,3,2,1,0,0,0,0,1,1,0,4,1,1,0,0,0,2,2,0,3,0,2,2,0,0,0,0,0,12,1,3,1,8%,42%,"$77,950",TE R,NPLY,ELLS,TREN,BB RICC,RICC,31-Jan-15,14-Feb-15,4-Mar-15,14-Mar-15,11-Apr-15,18-Apr-15,9,10,11,12,13,14,7,5,4,8,1,2,14,11,8,15,13,10,G3,G3,G3,D4,S8,D4, Gp2 3YO SW, 3YOF SW+P, Gp3 3YOF SW, Gp1 3YOF SW, Gp4 3YOF SW, Gp4 3YOF SW,,"$50,000","$70,000",,"$50,000","$50,000",2000,1800,2100,2400,1600,2000,V Colgan,R Myers,R Myers,R Myers,u Plessis,S Collett,54.5,57.5,56.5,56.5,56.5,56.5,8,9,6,12,11,5,,2,6,9,4,2,,2,6,9,4,2,$24.70,$5.00,$14.40,$34.70,$10.00,$4.10,1,1,1,1,2,1,Mongolian Khan (AUS),Thee Auld Floozie,Thee Auld Floozie,Savaria,No Tricks,No Tricks,123.54,113,133.61,149.67,98.35,124.13,3.9,3.9,3.6,5.8,0.2,0.5,2,7,2,$3.70,$2.30,5
1,1400,"$20,000",29-Aug-15,Rating 85 Benchmark,Ruakaka,2,6,1X0X3,Late Decision,g,6,1,54,Cameron Lammas,,71,Scott Wenn,Te Aroha,4,2,0,1,0,"$9,550.00","$2,387",50%,75%,15,1,0,0,3,2,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,2,2,0,0,0,0,4,2,1,0,0,0,0,0,0,1,1,0,2,0,0,1,0%,50%,$800,,,RUAK,TE A,TE R,AVON,,,12-Jun-13,23-Oct-13,8-Nov-14,14-Aug-15,,,1,1,1,1,,,1,1,10,3,,,11,12,14,9,,,D5,D6,G3,H1,,, MDN 3YO, Rating 65 Benchmark*, Rating 75 Benchmark, Rating 85 Benchmark,,,"$7,000","$7,000","$18,000","$8,000",,,1200,1200,1200,1200,,,O Bosson,M Cameron,V Colgan,K Myers,,,57.5,58,57,54,,,10,11,9,9,,,2,1,4,6,,,2,1,4,6,,,$4.70,$3.80,$8.90,$9.40,,,2,2,1,1,,,So Danso,Matimba,Onlyarose,Conrwin,,,71.65,71.48,69.2,78,,,1.3,0.1,8.4,2.1,2,7,5,$9.10,$3.50,1
1,1400,"$20,000",29-Aug-15,Rating 85 Benchmark,Ruakaka,2,7,172,Airman,g,6,6,54,Brendan Hutton,(a1),68,Leeane Poulson,Pukekohe,27,3,2,4,3,"$36,375.00","$1,347",11%,33%,15,9,1,1,18,2,5,0,0,0,4,0,1,5,1,1,5,1,2,7,1,1,13,1,2,5,0,1,4,1,1,2,0,0,4,0,1,2,1,1,11,1,1,0,9%,18%,"$7,425",RUAK,RUAK,TE R,AVON,OTAK,AVON,13-Jun-15,27-Jun-15,4-Jul-15,17-Jul-15,25-Jul-15,14-Aug-15,5,6,7,8,9,10,11,12,10,1,7,2,12,12,14,6,14,9,D5,D5,S9,H1,H1,H1, Rating 75 Benchmark, Rating 75 Benchmark, Rating 75 Benchmark, B.Off Rating 75 Benchmark, Rating 75 Benchmark, Rating 85 Benchmark,"$18,000","$18,000","$25,000","$8,000","$18,000","$8,000",1600,1200,1400,1200,1200,1200,L Magorrian,V Colgan,M McNab,M McNab,C Grylls,M Coleman,55.5,55.5,56,55,55.5,54,7,10,3,5,11,7,8,11,14,5,9,3,8,11,14,5,9,3,$13.00,$27.40,$41.00,$12.70,$19.10,$5.80,1,1,1,2,1,1,Thornbird Lass,In Flight,The Rich Lister,Belial (AUS),Gypsy Fair,Conrwin,95.7,70.39,87.28,74.99,75.44,78,8.6,8.2,9.7,0.2,6.8,1.8,2,7,6,$19.30,$7.60,6
